ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS,residual
LLY,_NaiveModel,1102.0799560546875,1107.0799560546875,2026-06-23 00:00:00,0.0,5.0,0.0,0.0045368759068075,False,2026-06-23,False,False,5.0,25.0,5.0,0.0045,,1.0,-5.0
LMT,_NaiveModel,493.6000061035156,503.6700134277344,2026-06-23 00:00:00,0.0,10.07000732421875,0.0,0.0204011491079822,False,2026-06-23,False,False,10.07,101.405,10.07,0.02,,1.0,-10.07000732421875
MA,_NaiveModel,484.0899963378906,488.0700073242188,2026-06-23 00:00:00,0.0,3.980010986328182,0.0,0.008221634440779,False,2026-06-23,False,False,3.98,15.8405,3.98,0.0082,,1.0,-3.980010986328182
MCD,_NaiveModel,270.1000061035156,271.6600036621094,2026-06-23 00:00:00,0.0,1.55999755859375,0.0,0.00577562948294,False,2026-06-23,False,False,1.56,2.4336,1.56,0.0057,,1.0,-1.55999755859375
META,_NaiveModel,563.8499755859375,562.2000122070312,2026-06-23 00:00:00,0.0,-1.64996337890625,0.0,-0.0029262453672923,False,2026-06-23,False,False,1.65,2.7224,1.65,0.0029,,1.0,1.64996337890625
MRK,_NaiveModel,115.4800033569336,119.5999984741211,2026-06-23 00:00:00,0.0,4.1199951171875,0.0,0.0356771302166759,False,2026-06-23,False,False,4.12,16.9744,4.12,0.0344,,1.0,-4.1199951171875
MSFT,_NaiveModel,367.3399963378906,373.9400024414063,2026-06-23 00:00:00,0.0,6.600006103515682,0.0,0.0179670228380053,False,2026-06-23,False,False,6.6,43.5601,6.6,0.0176,,1.0,-6.600006103515682
NEE,_NaiveModel,86.08000183105469,86.43000030517578,2026-06-23 00:00:00,0.0,0.3499984741210937,0.0,0.0040659673173337,False,2026-06-23,False,False,0.35,0.1225,0.35,0.004,,1.0,-0.34999847412109375
NVDA,_NaiveModel,208.6499938964844,200.0399932861328,2026-06-23 00:00:00,0.0,-8.610000610351591,0.0,-0.0412652809116457,False,2026-06-23,False,False,8.61,74.1321,8.61,0.043,,1.0,8.610000610351591
ORCL,_NaiveModel,175.07000732421875,165.16000366210938,2026-06-23 00:00:00,0.0,-9.910003662109377,0.0,-0.0566059476067574,False,2026-06-23,False,False,9.91,98.2082,9.91,0.06,,1.0,9.910003662109375
PG,_NaiveModel,147.67999267578125,150.86000061035156,2026-06-23 00:00:00,0.0,3.1800079345703125,0.0,0.0215330992164371,False,2026-06-23,False,False,3.18,10.1125,3.18,0.0211,,1.0,-3.1800079345703125
PLTR,_NaiveModel,119.5,116.6999969482422,2026-06-23 00:00:00,0.0,-2.8000030517577983,0.0,-0.0234309878808183,False,2026-06-23,False,False,2.8,7.84,2.8,0.024,,1.0,2.8000030517577983
TSLA,_NaiveModel,405.0499877929688,381.6099853515625,2026-06-23 00:00:00,0.0,-23.440002441406307,0.0,-0.0578694066110849,False,2026-06-23,False,False,23.44,549.4337,23.44,0.0614,,1.0,23.440002441406307
TSM,_NaiveModel,467.6700134277344,436.3900146484375,2026-06-23 00:00:00,0.0,-31.279998779296875,0.0,-0.0668847646442705,False,2026-06-23,False,False,31.28,978.4383,31.28,0.0717,,1.0,31.279998779296875
UNH,_NaiveModel,406.6799926757813,409.25,2026-06-23 00:00:00,0.0,2.570007324218693,0.0,0.0063194830591717,False,2026-06-23,False,False,2.57,6.6049,2.57,0.0063,,1.0,-2.570007324218693
V,_NaiveModel,326.6000061035156,328.4800109863281,2026-06-23 00:00:00,0.0,1.8800048828125,0.0,0.0057562916340443,False,2026-06-23,False,False,1.88,3.5344,1.88,0.0057,,1.0,-1.8800048828125
WMT,_NaiveModel,117.18000030517578,119.41999816894533,2026-06-23 00:00:00,0.0,2.239997863769545,0.0,0.0191158718035146,False,2026-06-23,False,False,2.24,5.0176,2.24,0.0188,,1.0,-2.2399978637695455
XOM,_NaiveModel,138.47000122070312,139.72999572753906,2026-06-23 00:00:00,0.0,1.2599945068359375,0.0,0.0090994041722269,False,2026-06-23,False,False,1.26,1.5876,1.26,0.009,,1.0,-1.2599945068359375
AAPL,_NaiveModel,295.95001220703125,298.010009765625,2026-06-18 00:00:00,0.0,2.05999755859375,0.0,0.0069606267059474,False,2026-06-18,False,False,2.06,4.2436,2.06,0.0069,,1.0,-2.05999755859375
AMD,_NaiveModel,512.47998046875,537.3699951171875,2026-06-18 00:00:00,0.0,24.8900146484375,0.0,0.0485677794197372,False,2026-06-18,False,False,24.89,619.5128,24.89,0.0463,,1.0,-24.8900146484375
AMZN,_NaiveModel,237.5,244.38999938964844,2026-06-18 00:00:00,0.0,6.8899993896484375,0.0,0.0290105237458881,False,2026-06-18,False,False,6.89,47.4721,6.89,0.0282,,1.0,-6.8899993896484375
ASML,_NaiveModel,1867.8299560546875,1929.6800537109373,2026-06-18 00:00:00,0.0,61.85009765624977,0.0,0.0331133449572102,False,2026-06-18,False,False,61.8501,3825.4346,61.8501,0.0321,,1.0,-61.85009765624977
AVGO,_NaiveModel,392.8999938964844,411.3500061035156,2026-06-18 00:00:00,0.0,18.45001220703125,0.0,0.0469585454152289,False,2026-06-18,False,False,18.45,340.403,18.45,0.0449,,1.0,-18.45001220703125
BRK-B,_NaiveModel,491.2799987792969,489.4599914550781,2026-06-18 00:00:00,0.0,-1.82000732421875,0.0,-0.003704623287618,False,2026-06-18,False,False,1.82,3.3124,1.82,0.0037,,1.0,1.82000732421875
CAT,_NaiveModel,955.9199829101562,985.8200073242188,2026-06-18 00:00:00,0.0,29.9000244140625,0.0,0.0312787941968074,False,2026-06-18,False,False,29.9,894.0115,29.9,0.0303,,1.0,-29.9000244140625
COST,_NaiveModel,965.5900268554688,951.4500122070312,2026-06-18 00:00:00,0.0,-14.1400146484375,0.0,-0.0146439112409701,False,2026-06-18,False,False,14.14,199.94,14.14,0.0149,,1.0,14.1400146484375
CRM,_NaiveModel,155.02000427246094,151.77999877929688,2026-06-18 00:00:00,0.0,-3.2400054931640625,0.0,-0.0209005638231661,False,2026-06-18,False,False,3.24,10.4976,3.24,0.0213,,1.0,3.2400054931640625
GOOGL,_NaiveModel,363.7900085449219,368.0299987792969,2026-06-18 00:00:00,0.0,4.239990234375,0.0,0.0116550486126158,False,2026-06-18,False,False,4.24,17.9775,4.24,0.0115,,1.0,-4.239990234375
JNJ,_NaiveModel,234.1999969482422,228.38999938964844,2026-06-18 00:00:00,0.0,-5.80999755859375,0.0,-0.0248078464316878,False,2026-06-18,False,False,5.81,33.7561,5.81,0.0254,,1.0,5.80999755859375
JPM,_NaiveModel,333.4599914550781,325.2200012207031,2026-06-18 00:00:00,0.0,-8.239990234375,0.0,-0.024710581315675,False,2026-06-18,False,False,8.24,67.8974,8.24,0.0253,,1.0,8.239990234375
LLY,_NaiveModel,1112.0,1098.5699462890625,2026-06-18 00:00:00,0.0,-13.4300537109375,0.0,-0.0120773864306991,False,2026-06-18,False,False,13.4301,180.3663,13.4301,0.0122,,1.0,13.4300537109375
LMT,_NaiveModel,532.3200073242188,510.9500122070313,2026-06-18 00:00:00,0.0,-21.369995117187443,0.0,-0.0401450158234831,False,2026-06-18,False,False,21.37,456.6767,21.37,0.0418,,1.0,21.369995117187443
MA,_NaiveModel,492.989990234375,489.7900085449219,2026-06-18 00:00:00,0.0,-3.199981689453125,0.0,-0.0064909668610752,False,2026-06-18,False,False,3.2,10.2399,3.2,0.0065,,1.0,3.199981689453125
MCD,_NaiveModel,283.82000732421875,278.6099853515625,2026-06-18 00:00:00,0.0,-5.21002197265625,0.0,-0.0183567818977068,False,2026-06-18,False,False,5.21,27.1443,5.21,0.0187,,1.0,5.21002197265625
META,_NaiveModel,567.5800170898438,577.219970703125,2026-06-18 00:00:00,0.0,9.63995361328125,0.0,0.0169843076271575,False,2026-06-18,False,False,9.64,92.9287,9.64,0.0167,,1.0,-9.63995361328125
MRK,_NaiveModel,115.44000244140624,113.87000274658205,2026-06-18 00:00:00,0.0,-1.5699996948241903,0.0,-0.0136001356689252,False,2026-06-18,False,False,1.57,2.4649,1.57,0.0138,,1.0,1.5699996948241903
MSFT,_NaiveModel,378.9100036621094,379.3999938964844,2026-06-18 00:00:00,0.0,0.489990234375,0.0,0.0012931572923367,False,2026-06-18,False,False,0.49,0.2401,0.49,0.0013,,1.0,-0.489990234375
NEE,_NaiveModel,85.7300033569336,86.75,2026-06-18 00:00:00,0.0,1.0199966430664062,0.0,0.0118977791103038,False,2026-06-18,False,False,1.02,1.0404,1.02,0.0118,,1.0,-1.0199966430664062
NVDA,_NaiveModel,204.6499938964844,210.69000244140625,2026-06-18 00:00:00,0.0,6.040008544921847,0.0,0.0295138466897633,False,2026-06-18,False,False,6.04,36.4817,6.04,0.0287,,1.0,-6.040008544921847
ORCL,_NaiveModel,183.52999877929688,184.2899932861328,2026-06-18 00:00:00,0.0,0.7599945068359375,0.0,0.0041409824654871,False,2026-06-18,False,False,0.76,0.5776,0.76,0.0041,,1.0,-0.7599945068359375
PG,_NaiveModel,150.55999755859375,150.3800048828125,2026-06-18 00:00:00,0.0,-0.17999267578125,0.0,-0.0011954880359984,False,2026-06-18,False,False,0.18,0.0324,0.18,0.0012,,1.0,0.17999267578125
PLTR,_NaiveModel,130.6300048828125,128.47000122070312,2026-06-18 00:00:00,0.0,-2.160003662109375,0.0,-0.0165352796552913,False,2026-06-18,False,False,2.16,4.6656,2.16,0.0168,,1.0,2.160003662109375
TSLA,_NaiveModel,396.3800048828125,400.489990234375,2026-06-18 00:00:00,0.0,4.1099853515625,0.0,0.0103688009004833,False,2026-06-18,False,False,4.11,16.892,4.11,0.0103,,1.0,-4.1099853515625
TSM,_NaiveModel,432.1499938964844,462.1199951171875,2026-06-18 00:00:00,0.0,29.970001220703125,0.0,0.0693509236237129,False,2026-06-18,False,False,29.97,898.201,29.97,0.0649,,1.0,-29.970001220703125
UNH,_NaiveModel,399.5299987792969,400.9599914550781,2026-06-18 00:00:00,0.0,1.42999267578125,0.0,0.0035791872453892,False,2026-06-18,False,False,1.43,2.0449,1.43,0.0036,,1.0,-1.42999267578125
V,_NaiveModel,330.3800048828125,327.239990234375,2026-06-18 00:00:00,0.0,-3.1400146484375,0.0,-0.009504251474151,False,2026-06-18,False,False,3.14,9.8597,3.14,0.0096,,1.0,3.1400146484375
WMT,_NaiveModel,118.12999725341795,117.18000030517578,2026-06-18 00:00:00,0.0,-0.9499969482421732,0.0,-0.008041961993821,False,2026-06-18,False,False,0.95,0.9025,0.95,0.0081,,1.0,0.9499969482421733
XOM,_NaiveModel,140.74000549316406,137.80999755859375,2026-06-18 00:00:00,0.0,-2.9300079345703125,0.0,-0.0208185861887907,False,2026-06-18,False,False,2.93,8.5849,2.93,0.0213,,1.0,2.9300079345703125
AAPL,_NaiveModel,295.6300048828125,291.1300048828125,2026-06-12 00:00:00,0.0,-4.5,0.0,-0.0152217296136222,False,2026-06-12,False,False,4.5,20.25,4.5,0.0155,,1.0,4.5
AMD,_NaiveModel,488.4500122070313,511.5700073242188,2026-06-12 00:00:00,0.0,23.1199951171875,0.0,0.047333390396944,False,2026-06-12,False,False,23.12,534.5342,23.12,0.0452,,1.0,-23.1199951171875
AMZN,_NaiveModel,241.509994506836,238.5500030517578,2026-06-12 00:00:00,2.8421709430404014e-14,-2.9599914550781534,1.1768336746659786e-16,-0.0122561861720152,False,2026-06-12,False,False,2.96,8.7615,2.96,0.0124,,1.0,2.959991455078182
ASML,_NaiveModel,1899.47998046875,1863.550048828125,2026-06-12 00:00:00,0.0,-35.929931640625,0.0,-0.0189156674511295,False,2026-06-12,False,False,35.9299,1290.96,35.9299,0.0193,,1.0,35.929931640625
AVGO,_NaiveModel,385.5700073242188,382.0700073242188,2026-06-12 00:00:00,0.0,-3.5,0.0,-0.0090774695477205,False,2026-06-12,False,False,3.5,12.25,3.5,0.0092,,1.0,3.5
BRK-B,_NaiveModel,485.7900085449219,489.25,2026-06-12 00:00:00,0.0,3.459991455078125,0.0,0.0071224014372831,False,2026-06-12,False,False,3.46,11.9715,3.46,0.0071,,1.0,-3.459991455078125
CAT,_NaiveModel,897.6300048828125,910.5700073242188,2026-06-12 00:00:00,0.0,12.94000244140625,0.0,0.0144157418658209,False,2026-06-12,False,False,12.94,167.4437,12.94,0.0142,,1.0,-12.94000244140625
COST,_NaiveModel,975.6900024414062,982.3499755859376,2026-06-12 00:00:00,0.0,6.659973144531364,0.0,0.0068259110248814,False,2026-06-12,False,False,6.66,44.3552,6.66,0.0068,,1.0,-6.659973144531364
CRM,_NaiveModel,166.4499969482422,165.88999938964844,2026-06-12 00:00:00,0.0,-0.55999755859375,0.0,-0.0033643590799697,False,2026-06-12,False,False,0.56,0.3136,0.56,0.0034,,1.0,0.55999755859375
GOOGL,_NaiveModel,357.7699890136719,359.67999267578125,2026-06-12 00:00:00,0.0,1.910003662109375,0.0,0.0053386357737132,False,2026-06-12,False,False,1.91,3.6481,1.91,0.0053,,1.0,-1.910003662109375
JNJ,_NaiveModel,238.3300018310547,240.8699951171875,2026-06-12 00:00:00,0.0,2.5399932861328125,0.0,0.0106574634608249,False,2026-06-12,False,False,2.54,6.4516,2.54,0.0105,,1.0,-2.5399932861328125
JPM,_NaiveModel,313.489990234375,320.7200012207031,2026-06-12 00:00:00,0.0,7.230010986328125,0.0,0.0230629723804665,False,2026-06-12,False,False,7.23,52.2731,7.23,0.0225,,1.0,-7.230010986328125
LLY,_NaiveModel,1160.949951171875,1133.0,2026-06-12 00:00:00,0.0,-27.949951171875,0.0,-0.0240750698543567,False,2026-06-12,False,False,27.95,781.1998,27.95,0.0247,,1.0,27.949951171875
LMT,_NaiveModel,548.6799926757812,540.3300170898438,2026-06-12 00:00:00,0.0,-8.3499755859375,0.0,-0.0152182979102566,False,2026-06-12,False,False,8.35,69.7221,8.35,0.0155,,1.0,8.3499755859375
MA,_NaiveModel,486.510009765625,489.9800109863281,2026-06-12 00:00:00,0.0,3.470001220703125,0.0,0.0071324354094477,False,2026-06-12,False,False,3.47,12.0409,3.47,0.0071,,1.0,-3.470001220703125
MCD,_NaiveModel,284.7699890136719,284.8099975585937,2026-06-12 00:00:00,0.0,0.0400085449218181,0.0,0.000140494246112,False,2026-06-12,False,False,0.04,0.0016,0.04,0.0001,,1.0,-0.04000854492181816
META,_NaiveModel,568.4299926757812,566.97998046875,2026-06-12 00:00:00,0.0,-1.45001220703125,0.0,-0.0025509072809574,False,2026-06-12,False,False,1.45,2.1025,1.45,0.0026,,1.0,1.45001220703125
MRK,_NaiveModel,120.76000213623048,119.0500030517578,2026-06-12 00:00:00,0.0,-1.709999084472685,0.0,-0.0141603101542149,False,2026-06-12,False,False,1.71,2.9241,1.71,0.0144,,1.0,1.7099990844726847
MSFT,_NaiveModel,390.3399963378906,390.739990234375,2026-06-12 00:00:00,0.0,0.399993896484375,0.0,0.0010247320290952,False,2026-06-12,False,False,0.4,0.16,0.4,0.001,,1.0,-0.399993896484375
NEE,_NaiveModel,84.83999633789062,85.98999786376953,2026-06-12 00:00:00,0.0,1.1500015258789062,0.0,0.0135549454917326,False,2026-06-12,False,False,1.15,1.3225,1.15,0.0134,,1.0,-1.1500015258789062
NVDA,_NaiveModel,204.8699951171875,205.19000244140625,2026-06-12 00:00:00,0.0,0.32000732421875,0.0,0.0015620019126554,False,2026-06-12,False,False,0.32,0.1024,0.32,0.0016,,1.0,-0.32000732421875
ORCL,_NaiveModel,184.1000061035156,184.1300048828125,2026-06-12 00:00:00,0.0,0.0299987792969034,0.0,0.000162948279752,False,2026-06-12,False,False,0.03,0.0009,0.03,0.0002,,1.0,-0.02999877929690342
PG,_NaiveModel,148.33999633789062,149.61000061035156,2026-06-12 00:00:00,0.0,1.2700042724609375,0.0,0.0085614419833751,False,2026-06-12,False,False,1.27,1.6129,1.27,0.0085,,1.0,-1.2700042724609375
PLTR,_NaiveModel,131.0800018310547,127.98999786376952,2026-06-12 00:00:00,0.0,-3.0900039672851705,0.0,-0.0235734202328421,False,2026-06-12,False,False,3.09,9.5481,3.09,0.0241,,1.0,3.0900039672851705
TSLA,_NaiveModel,399.1499938964844,406.4299926757813,2026-06-12 00:00:00,0.0,7.279998779296932,0.0,0.0182387545800261,False,2026-06-12,False,False,7.28,52.9984,7.28,0.0179,,1.0,-7.279998779296932
TSM,_NaiveModel,421.0700073242188,423.9299926757813,2026-06-12 00:00:00,0.0,2.8599853515625,0.0,0.006792184914183,False,2026-06-12,False,False,2.86,8.1795,2.86,0.0067,,1.0,-2.8599853515625
UNH,_NaiveModel,405.5499877929688,408.5199890136719,2026-06-12 00:00:00,0.0,2.970001220703068,0.0,0.0073233912220439,False,2026-06-12,False,False,2.97,8.8209,2.97,0.0073,,1.0,-2.970001220703068
V,_NaiveModel,319.04998779296875,322.3900146484375,2026-06-12 00:00:00,0.0,3.34002685546875,0.0,0.010468663166463,False,2026-06-12,False,False,3.34,11.1558,3.34,0.0104,,1.0,-3.34002685546875
WMT,_NaiveModel,120.5,121.04000091552734,2026-06-12 00:00:00,0.0,0.5400009155273438,0.0,0.0044813353985671,False,2026-06-12,False,False,0.54,0.2916,0.54,0.0045,,1.0,-0.5400009155273438
XOM,_NaiveModel,146.60000610351562,147.00999450683594,2026-06-12 00:00:00,0.0,0.4099884033203125,0.0,0.0027966465637853,False,2026-06-12,False,False,0.41,0.1681,0.41,0.0028,,1.0,-0.4099884033203125
AAPL,_NaiveModel,307.3399963378906,301.5400085449219,2026-06-08 00:00:00,0.0,-5.79998779296875,0.0,-0.0188715684976849,False,2026-06-08,False,False,5.8,33.6399,5.8,0.0192,,1.0,5.79998779296875
AMD,_NaiveModel,466.3800048828125,490.3299865722656,2026-06-08 00:00:00,0.0,23.949981689453125,0.0,0.0513529341710758,False,2026-06-08,False,False,23.95,573.6016,23.95,0.0488,,1.0,-23.949981689453125
AMZN,_NaiveModel,246.02999877929688,245.22000122070312,2026-06-08 00:00:00,0.0,-0.80999755859375,0.0,-0.0032922715222234,False,2026-06-08,False,False,0.81,0.6561,0.81,0.0033,,1.0,0.80999755859375
ASML,_NaiveModel,1641.739990234375,1749.0400390625,2026-06-08 00:00:00,0.0,107.300048828125,0.0,0.0653575166995882,False,2026-06-08,False,False,107.3,11513.3005,107.3,0.0613,,1.0,-107.300048828125
AVGO,_NaiveModel,385.7300109863281,396.6000061035156,2026-06-08 00:00:00,0.0,10.8699951171875,0.0,0.0281803199325674,False,2026-06-08,False,False,10.87,118.1568,10.87,0.0274,,1.0,-10.8699951171875
BRK-B,_NaiveModel,488.1300048828125,487.0,2026-06-08 00:00:00,0.0,-1.1300048828125,0.0,-0.0023149670610471,False,2026-06-08,False,False,1.13,1.2769,1.13,0.0023,,1.0,1.1300048828125
CAT,_NaiveModel,904.280029296875,915.6400146484376,2026-06-08 00:00:00,0.0,11.359985351562614,0.0,0.0125624640415818,False,2026-06-08,False,False,11.36,129.0493,11.36,0.0124,,1.0,-11.359985351562614
COST,_NaiveModel,971.8699951171876,974.75,2026-06-08 00:00:00,0.0,2.8800048828123863,0.0,0.0029633643360551,False,2026-06-08,False,False,2.88,8.2944,2.88,0.003,,1.0,-2.8800048828123863
CRM,_NaiveModel,185.6600036621093,182.5500030517578,2026-06-08 00:00:00,-2.8421709430404014e-14,-3.110000610351534,-1.530847186781807e-16,-0.0167510532640705,True,2026-06-08,False,False,3.11,9.6721,3.11,0.017,,1.0,3.1100006103514772
GOOGL,_NaiveModel,368.5299987792969,363.30999755859375,2026-06-08 00:00:00,0.0,-5.220001220703125,0.0,-0.0141643861774988,False,2026-06-08,False,False,5.22,27.2484,5.22,0.0144,,1.0,5.220001220703125
JNJ,_NaiveModel,232.7700042724609,232.16000366210932,2026-06-08 00:00:00,0.0,-0.6100006103515625,0.0,-0.0026206151959233,False,2026-06-08,False,False,0.61,0.3721,0.61,0.0026,,1.0,0.6100006103515909
JPM,_NaiveModel,312.3699951171875,311.1099853515625,2026-06-08 00:00:00,0.0,-1.260009765625,0.0,-0.0040337093361105,False,2026-06-08,False,False,1.26,1.5876,1.26,0.0041,,1.0,1.260009765625
LLY,_NaiveModel,1131.4200439453125,1149.1500244140625,2026-06-08 00:00:00,0.0,17.72998046875,0.0,0.0156705553906617,False,2026-06-08,False,False,17.73,314.3522,17.73,0.0154,,1.0,-17.72998046875
LMT,_NaiveModel,523.760009765625,520.0700073242188,2026-06-08 00:00:00,0.0,-3.69000244140625,0.0,-0.007045216077221,False,2026-06-08,False,False,3.69,13.6161,3.69,0.0071,,1.0,3.69000244140625
MA,_NaiveModel,491.0799865722656,485.6700134277344,2026-06-08 00:00:00,0.0,-5.40997314453125,0.0,-0.0110164805987978,False,2026-06-08,False,False,5.41,29.2678,5.41,0.0111,,1.0,5.40997314453125
MCD,_NaiveModel,279.8399963378906,277.7799987792969,2026-06-08 00:00:00,0.0,-2.05999755859375,0.0,-0.0073613407145218,False,2026-06-08,False,False,2.06,4.2436,2.06,0.0074,,1.0,2.05999755859375
META,_NaiveModel,593.0,585.3900146484375,2026-06-08 00:00:00,0.0,-7.6099853515625,0.0,-0.0128330275743043,False,2026-06-08,False,False,7.61,57.9119,7.61,0.013,,1.0,7.6099853515625
MRK,_NaiveModel,120.79000091552734,119.5199966430664,2026-06-08 00:00:00,0.0,-1.2700042724609375,0.0,-0.0105141506981947,False,2026-06-08,False,False,1.27,1.6129,1.27,0.0106,,1.0,1.2700042724609375
MSFT,_NaiveModel,416.6700134277344,411.739990234375,2026-06-08 00:00:00,0.0,-4.930023193359375,0.0,-0.011831960627074,False,2026-06-08,False,False,4.93,24.3051,4.93,0.012,,1.0,4.930023193359375
NEE,_NaiveModel,85.83999633789062,84.01000213623047,2026-06-08 00:00:00,0.0,-1.829994201660156,0.0,-0.0213186658868993,False,2026-06-08,False,False,1.83,3.3489,1.83,0.0218,,1.0,1.8299942016601562
NVDA,_NaiveModel,205.1000061035156,208.63999938964844,2026-06-08 00:00:00,0.0,3.539993286132841,0.0,0.0172598399843351,False,2026-06-08,False,False,3.54,12.5316,3.54,0.017,,1.0,-3.539993286132841
ORCL,_NaiveModel,213.67999267578125,211.82000732421875,2026-06-08 00:00:00,0.0,-1.8599853515625,0.0,-0.0087045367620574,False,2026-06-08,False,False,1.86,3.4595,1.86,0.0088,,1.0,1.8599853515625
PG,_NaiveModel,146.5399932861328,145.10000610351562,2026-06-08 00:00:00,0.0,-1.4399871826171875,0.0,-0.0098265814698481,False,2026-06-08,False,False,1.44,2.0736,1.44,0.0099,,1.0,1.4399871826171875
PLTR,_NaiveModel,135.52999877929688,136.47000122070312,2026-06-08 00:00:00,0.0,0.94000244140625,0.0,0.0069357518621171,False,2026-06-08,False,False,0.94,0.8836,0.94,0.0069,,1.0,-0.94000244140625
TSLA,_NaiveModel,391.0,408.9500122070313,2026-06-08 00:00:00,0.0,17.950012207031307,0.0,0.0459079596087757,False,2026-06-08,False,False,17.95,322.2029,17.95,0.0439,,1.0,-17.950012207031307
TSM,_NaiveModel,415.1700134277344,426.7999877929688,2026-06-08 00:00:00,0.0,11.629974365234432,0.0,0.0280125586846092,False,2026-06-08,False,False,11.63,135.2563,11.63,0.0272,,1.0,-11.629974365234432
UNH,_NaiveModel,399.4700012207031,406.5700073242188,2026-06-08 00:00:00,0.0,7.100006103515682,0.0,0.0177735651784099,False,2026-06-08,False,False,7.1,50.4101,7.1,0.0175,,1.0,-7.100006103515682
V,_NaiveModel,323.57000732421875,319.6700134277344,2026-06-08 00:00:00,0.0,-3.899993896484375,0.0,-0.0120530142108522,False,2026-06-08,False,False,3.9,15.21,3.9,0.0122,,1.0,3.899993896484375
WMT,_NaiveModel,118.87999725341795,119.83000183105467,2026-06-08 00:00:00,0.0,0.9500045776367188,0.0,0.0079912903733635,False,2026-06-08,False,False,0.95,0.9025,0.95,0.0079,,1.0,-0.9500045776367188
XOM,_NaiveModel,149.9199981689453,151.75,2026-06-08 00:00:00,0.0,1.8300018310546875,0.0,0.0122065225013707,False,2026-06-08,False,False,1.83,3.3489,1.83,0.0121,,1.0,-1.8300018310546875
AAPL,_NaiveModel,315.20001220703125,310.260009765625,2026-06-03 00:00:00,0.0,-4.94000244140625,0.0,-0.0156725959710989,False,2026-06-03,False,False,4.94,24.4036,4.94,0.0159,,1.0,4.94000244140625
AMD,_NaiveModel,521.5399780273438,542.52001953125,2026-06-03 00:00:00,0.0,20.98004150390625,0.0,0.0402271012535999,False,2026-06-03,False,False,20.98,440.1621,20.98,0.0387,,1.0,-20.98004150390625
AMZN,_NaiveModel,256.5199890136719,250.0200042724609,2026-06-03 00:00:00,0.0,-6.499984741210966,0.0,-0.0253390964431412,False,2026-06-03,False,False,6.5,42.2498,6.5,0.026,,1.0,6.499984741210966
ASML,_NaiveModel,1705.3699951171875,1726.3599853515625,2026-06-03 00:00:00,0.0,20.989990234375,0.0,0.0123081737655016,False,2026-06-03,False,False,20.99,440.5797,20.99,0.0122,,1.0,-20.989990234375
AVGO,_NaiveModel,481.5700073242188,479.2300109863281,2026-06-03 00:00:00,0.0,-2.339996337890682,0.0,-0.0048590989935037,False,2026-06-03,False,False,2.34,5.4756,2.34,0.0049,,1.0,2.339996337890682
BRK-B,_NaiveModel,471.510009765625,475.3699951171875,2026-06-03 00:00:00,0.0,3.8599853515625,0.0,0.0081864335255177,False,2026-06-03,False,False,3.86,14.8995,3.86,0.0081,,1.0,-3.8599853515625
CAT,_NaiveModel,909.8099975585938,926.1799926757812,2026-06-03 00:00:00,0.0,16.3699951171875,0.0,0.0179927624021665,False,2026-06-03,False,False,16.37,267.9767,16.37,0.0177,,1.0,-16.3699951171875
COST,_NaiveModel,954.27001953125,961.8300170898438,2026-06-03 00:00:00,0.0,7.55999755859375,0.0,0.0079222834248814,False,2026-06-03,False,False,7.56,57.1536,7.56,0.0079,,1.0,-7.55999755859375
CRM,_NaiveModel,200.83999633789065,190.6100006103516,2026-06-03 00:00:00,0.0,-10.229995727539062,0.0,-0.0509360481680563,False,2026-06-03,False,False,10.23,104.6528,10.23,0.0537,,1.0,10.229995727539062
GOOGL,_NaiveModel,361.8500061035156,358.989990234375,2026-06-03 00:00:00,0.0,-2.860015869140625,0.0,-0.0079038712751118,False,2026-06-03,False,False,2.86,8.1797,2.86,0.008,,1.0,2.860015869140625
JNJ,_NaiveModel,222.88999938964844,223.2400054931641,2026-06-03 00:00:00,0.0,0.3500061035156534,0.0,0.0015703086925124,False,2026-06-03,False,False,0.35,0.1225,0.35,0.0016,,1.0,-0.3500061035156534
JPM,_NaiveModel,300.9599914550781,300.8500061035156,2026-06-03 00:00:00,0.0,-0.1099853515625,0.0,-0.0003654484140258,False,2026-06-03,False,False,0.11,0.0121,0.11,0.0004,,1.0,0.1099853515625
LLY,_NaiveModel,1064.1500244140625,1078.780029296875,2026-06-03 00:00:00,0.0,14.6300048828125,0.0,0.0137480661064383,False,2026-06-03,False,False,14.63,214.037,14.63,0.0136,,1.0,-14.6300048828125
LMT,_NaiveModel,513.4299926757812,512.030029296875,2026-06-03 00:00:00,0.0,-1.39996337890625,0.0,-0.0027266879591708,False,2026-06-03,False,False,1.4,1.9599,1.4,0.0027,,1.0,1.39996337890625
MA,_NaiveModel,477.6799926757813,471.5499877929688,2026-06-03 00:00:00,0.0,-6.1300048828125,0.0,-0.0128328692363156,False,2026-06-03,False,False,6.13,37.577,6.13,0.013,,1.0,6.1300048828125
MCD,_NaiveModel,276.3599853515625,273.2900085449219,2026-06-03 00:00:00,0.0,-3.069976806640625,0.0,-0.0111086154630354,False,2026-06-03,False,False,3.07,9.4248,3.07,0.0112,,1.0,3.069976806640625
META,_NaiveModel,597.6300048828125,622.97998046875,2026-06-03 00:00:00,0.0,25.3499755859375,0.0,0.0424175081217823,False,2026-06-03,False,False,25.35,642.6213,25.35,0.0407,,1.0,-25.3499755859375
